0,1,2,3,4,5,6,7,8,9
2760,85,11,153,3,1851,236,222,116,2751
3425,6,13,849,226,997,203,214,147,836
2445,263,19,162,31,270,168,245,214,765
3101,326,23,60,13,3197,158,208,187,573
3273,16,10,67,-6,4336,211,219,143,3558
2716,63,22,228,19,1090,233,188,76,1741
3193,307,15,108,37,2362,179,230,191,2340
2784,10,11,283,98,295,208,218,146,2604
3125,71,11,382,62,5191,232,219,118,1756
2738,101,15,30,4,1528,243,219,101,2482
2860,236,20,150,56,1471,181,253,205,1839
2922,352,12,85,3,759,199,220,158,1948
2862,25,15,60,3,1392,211,206,128,2495
3100,6,14,85,10,3454,202,213,146,2925
3198,51,12,342,56,1307,226,214,120,4950
2388,315,23,127,40,1298,152,214,199,589
3087,344,4,454,16,2539,211,233,160,1091
2733,122,6,150,-15,1266,230,235,138,811
2822,308,5,234,66,1758,205,237,171,2765
3019,85,22,218,-63,600,245,196,68,872
3181,295,8,437,6,722,198,238,180,1114
2991,147,16,324,145,5346,240,236,120,541
1971,269,41,90,81,120,86,217,250,182
2701,320,4,124,7,716,209,236,165,1252
3219,184,18,212,26,738,221,249,155,1150
3109,216,7,418,52,1324,213,247,170,1315
2729,57,7,376,30,124,225,226,136,819
3231,34,13,242,21,1505,218,212,128,2359
2823,36,2,0,0,2343,219,234,152,2742
3102,338,16,0,0,3903,183,216,170,1840
3017,65,5,437,29,1273,225,230,140,1991
3139,344,6,85,5,3967,208,230,161,150
2835,292,8,339,32,918,197,239,182,228
2916,151,22,134,53,1601,241,234,111,2620
2995,40,15,752,176,1261,220,207,118,2554
3219,174,14,524,5,636,227,246,148,2391
2930,82,14,134,13,684,239,214,102,2408
3143,331,18,297,57,3120,176,215,178,2461
2531,31,32,120,54,1150,194,155,78,1445
3192,165,11,30,-7,2824,230,244,144,2523
3033,264,6,175,12,3271,204,243,178,255
3070,302,4,0,0,4335,207,238,169,955
2817,106,14,342,44,2283,243,222,104,2631
2157,129,25,150,70,752,251,215,76,108
2572,293,16,342,46,451,175,235,200,865
3301,346,20,932,225,1036,176,203,163,2318
2829,163,24,175,60,4101,234,239,122,5329
2723,82,3,361,34,2155,224,233,144,5835
3234,85,8,552,86,6005,232,227,128,1804
2645,323,9,175,28,810,196,230,174,1627
2941,17,21,268,98,1698,197,191,124,2706
3115,117,13,67,13,4607,242,228,113,1698
3024,276,6,845,126,5794,203,241,178,5837
2870,289,16,180,26,2184,173,236,202,1256
2746,297,4,446,49,1273,208,238,169,1872
2988,0,6,362,9,3529,212,229,155,5518
2949,338,11,180,-2,3528,196,225,167,6453
2977,52,11,170,-19,603,226,215,122,2148
3118,19,20,992,249,2750,201,194,124,2018
2954,62,6,190,-5,1063,225,228,138,2266
2934,5,25,124,75,977,179,183,134,3458
3203,34,9,664,86,942,219,221,138,2037
2986,140,11,124,23,4052,237,237,129,1172
3226,42,20,150,35,1040,219,191,99,1986
3343,170,11,469,143,2789,228,245,148,700
2932,129,12,90,19,4662,240,232,120,1741
3022,105,13,134,7,3013,241,224,110,516
3119,46,13,484,44,1224,224,211,119,2753
3290,96,19,480,5,1471,246,210,85,2080
3130,86,10,268,39,1583,234,224,120,3396
3005,70,13,366,-8,3264,233,214,111,5651
2270,11,26,67,27,680,183,179,124,577
3185,37,2,0,0,1516,219,234,151,631
2295,44,15,301,97,864,222,205,113,874
2778,119,9,391,48,2793,235,233,128,1879
3040,333,9,552,61,5426,200,229,168,1158
3281,241,12,592,83,1136,196,250,191,1694
2654,17,8,228,29,268,214,223,146,360
3001,239,13,379,98,5327,196,251,191,1376
2703,53,7,454,86,934,224,224,134,806
2922,103,22,124,22,4569,250,207,74,5772
3158,250,13,674,65,242,190,249,196,2598
3266,55,10,446,53,6245,226,220,127,693
3110,106,23,134,33,3822,252,204,67,2268
3383,306,10,390,7,2951,191,234,183,2016
3083,353,4,30,2,4726,213,233,158,1400
3057,74,3,721,230,1293,224,233,144,819
2234,342,24,190,110,1057,163,195,166,658
2848,18,10,570,61,1978,212,219,143,1128
3239,59,10,240,27,1127,228,219,124,2282
3178,90,3,360,3,3776,225,234,145,4381
2978,49,13,443,59,5079,225,211,118,5609
2572,309,25,180,113,726,144,214,207,1060
3313,266,11,882,99,836,192,245,192,2619
2661,203,8,0,0,1714,216,247,166,1170
2747,180,28,150,71,2451,217,244,141,2461
2642,120,11,404,30,646,240,230,119,1485
3014,80,15,272,-7,1150,239,212,100,674
3343,10,13,30,2,2580,206,214,145,607
2263,308,39,150,83,1183,88,185,221,469
3015,104,9,474,83,3215,235,229,126,819
2240,343,28,127,50,957,154,186,164,1374
2928,7,8,67,5,1347,210,224,151,531
2428,18,31,108,63,1003,179,159,101,700
3130,69,13,85,12,2547,233,214,110,1277
3031,104,10,162,32,5123,237,228,121,3264
3052,253,7,268,27,5651,204,245,179,1973
2534,57,15,330,91,953,229,208,109,1047
2824,239,25,433,115,3695,166,251,215,1677
2942,49,11,150,26,4986,224,217,125,3254
2813,84,10,309,40,2287,234,224,121,2673
3198,28,8,481,56,2888,217,223,141,4737
3230,41,4,190,45,1597,220,230,146,1842
2827,75,13,108,16,3600,236,214,107,6249
2775,70,22,30,11,1366,238,190,72,1812
2384,23,14,350,196,949,211,209,132,1234
2491,114,17,108,36,914,247,220,95,782
2776,158,13,42,5,3386,234,242,136,3108
2880,88,14,242,48,2428,240,216,103,2230
2712,44,14,511,32,1282,222,208,117,2759
2937,109,19,769,146,2423,249,215,86,1579
3239,27,14,120,6,2795,213,208,128,2733
2518,101,5,67,-1,2353,228,233,139,2292
3173,105,22,180,60,947,251,207,72,1822
3164,99,17,60,5,1968,246,214,91,1884
3388,343,15,900,96,2343,188,215,165,1183
3244,270,9,834,178,6326,197,243,186,1587
2972,331,8,552,145,4978,201,230,168,5267
3060,278,5,242,3,1597,206,241,173,1648
2834,194,15,218,34,2181,216,251,165,2095
3031,87,13,433,13,4187,239,218,108,3443
2863,70,20,350,115,2429,237,198,83,404
2949,144,10,360,46,3034,235,238,134,1590
2310,8,36,212,149,792,155,147,109,492
2668,37,5,395,25,1341,220,229,145,5779
3169,64,7,485,61,5501,227,226,133,1222
2847,82,16,108,7,3800,241,209,94,6215
3243,198,1,0,0,5546,218,239,157,700
3036,145,13,324,8,850,238,238,128,960
2920,92,11,190,16,4471,237,223,116,3959
2435,21,27,108,47,577,191,173,106,1057
3242,120,16,323,80,1475,246,224,102,2658
3086,31,15,150,23,5232,215,206,124,2742
2167,281,15,30,6,1095,177,240,203,451
3077,100,9,540,8,3677,236,227,122,4631
2839,103,25,90,32,95,252,199,60,994
2684,233,39,108,62,1513,128,240,224,1248
3161,194,2,30,-4,806,219,240,158,2280
2846,45,13,618,20,900,223,210,119,1563
3355,153,8,85,-8,2913,231,241,142,607
2931,245,13,60,17,2477,194,250,193,190
2731,73,7,240,20,2094,229,226,131,2553
3152,225,14,641,3,6231,200,252,187,1657
2975,351,27,335,84,1827,161,183,152,1518
2975,53,21,306,59,4758,226,191,88,3730
2921,97,21,495,125,1075,249,205,74,684
2821,315,28,42,17,4966,133,203,204,4710
2914,204,27,153,82,2471,195,252,177,2089
3204,121,12,120,40,5085,240,230,117,819
2940,15,16,0,0,1565,204,206,136,1383
3362,101,11,492,71,2012,238,226,117,2892
2969,252,12,824,127,2768,193,248,193,1542
2892,306,2,277,22,1176,213,238,162,2257
2151,164,20,60,23,366,234,242,129,510
2757,53,18,350,18,1461,227,197,97,2389
3123,140,35,630,46,977,246,205,55,2438
2854,219,6,350,53,2906,213,246,170,2509
3054,251,10,713,55,5651,198,247,187,3369
2836,143,5,240,54,2448,227,239,146,3409
3174,335,5,134,0,691,209,233,163,1055
2776,10,7,30,2,3341,213,226,151,2969
3284,310,12,417,96,1661,186,231,185,3060
2767,306,6,120,17,2083,203,237,173,2716
2118,200,23,30,7,594,205,253,172,484
2953,240,8,242,26,1919,205,247,179,1932
3064,321,3,30,0,1518,211,236,164,1832
2904,343,12,342,39,3089,195,221,165,3734
3365,66,39,108,39,2021,224,132,0,895
2939,0,0,30,0,4739,218,238,156,2381
2863,41,4,297,38,2285,220,230,146,2608
2985,127,10,324,20,5711,237,234,127,3749
3056,326,10,150,2,3680,195,229,173,886
3229,97,10,150,22,2991,236,226,120,2483
2149,333,16,30,2,960,183,218,174,750
2779,72,10,30,4,2197,232,220,119,1284
3136,46,15,524,-58,750,223,205,111,1252
2912,339,13,108,5,3542,191,221,168,1542
2690,316,39,90,71,2342,93,177,208,2192
2263,106,31,42,16,1503,254,186,0,362
2491,83,26,270,41,816,245,184,51,510
3127,69,12,295,52,4236,233,216,113,3426
2683,56,9,335,1,1608,226,222,130,5871
3017,99,7,90,0,1710,233,230,130,1777
3040,320,13,124,18,3264,187,228,181,309
2806,61,21,124,-13,272,232,192,83,1436
2673,68,9,531,25,589,229,223,126,1892
2687,358,12,382,35,972,202,218,154,1911
3192,138,15,268,51,2370,242,233,117,1468
3037,346,15,582,46,4054,191,216,163,2366
3036,121,10,90,3,785,237,232,125,1492
2732,30,9,495,109,2546,218,220,138,1533
2761,46,30,390,50,1044,214,161,63,1926
3034,90,11,350,46,1146,237,223,116,1857
3175,103,16,95,17,983,245,219,99,2173
3191,307,9,180,11,4570,195,235,180,1015
2710,191,26,443,-45,1209,210,249,158,939
2930,34,11,190,48,1353,219,217,133,793
3242,22,11,90,27,1756,213,216,138,2357
2850,93,9,511,84,2051,234,227,125,828
3158,181,12,192,29,3162,224,247,0,1300
2982,77,11,242,42,1972,234,219,115,680
2244,108,28,30,15,990,254,196,50,960
2831,42,7,319,76,3408,222,224,137,6092
2034,285,5,0,0,524,205,240,174,582
3185,278,2,295,9,4891,214,239,162,2483
2949,119,8,150,21,1973,235,233,129,2400
2723,127,18,335,89,2498,247,225,98,2207
3401,247,19,150,33,1994,177,251,209,3610
3109,157,7,60,3,3990,228,241,146,1320
2962,10,12,108,13,4298,207,216,145,1973
2887,39,15,67,6,3507,219,207,119,1833
2812,32,12,127,8,3327,217,214,130,5367
2694,3,13,30,3,1674,202,215,149,1355
2990,27,6,234,37,860,217,226,145,2044
3256,352,14,108,23,3758,195,216,158,4080
3207,45,7,85,-11,2978,222,225,138,1879
3006,93,36,671,-52,1033,249,162,9,1221
3533,43,12,874,334,2654,222,213,123,1061
3228,154,11,134,16,3326,234,241,137,1302
3279,135,7,430,27,6181,231,237,139,582
2857,170,24,402,149,1740,230,242,130,2163
3031,28,15,459,107,4313,213,207,126,2185
2951,273,33,421,242,2525,118,228,240,914
2998,189,11,190,10,5493,221,248,160,1948
3027,9,9,301,60,391,210,222,149,488
2972,104,9,270,17,3238,236,229,124,6409
3208,273,16,350,83,3836,177,243,205,1493
2314,338,15,90,27,516,187,218,170,824
3259,129,38,272,102,1201,250,187,27,953
2791,145,17,42,7,2352,242,235,116,1557
2719,106,16,400,140,1554,246,218,96,1008
2906,324,17,190,36,1611,175,220,184,1218
2354,64,20,30,14,85,234,196,86,840
2623,190,7,384,194,1878,220,246,160,573
2183,339,7,30,2,1106,206,231,163,1191
2925,189,16,212,46,3662,219,250,160,5206
3069,56,20,90,28,934,229,193,89,1550
3100,122,9,180,0,6724,236,233,127,2796
3206,248,4,192,16,5974,211,243,170,1655
2991,6,11,570,108,2533,207,219,149,1597
3006,0,7,85,8,3846,210,227,155,2343
3162,113,8,120,-9,3357,234,232,129,4912
2444,20,8,0,0,1242,215,224,145,872
2801,38,21,390,131,402,215,190,101,2496
2968,32,14,216,27,3870,216,210,126,1214
2568,74,14,361,-20,495,236,213,106,1048
2710,58,3,390,2,845,222,233,147,2074
2929,322,8,0,0,4392,200,232,172,5476
2841,57,20,108,41,2207,230,194,89,2259
3199,203,18,268,48,258,208,253,174,1299
3285,42,21,450,34,828,218,188,96,2526
2810,6,12,497,73,3100,205,217,148,1356
2509,207,12,175,20,999,212,251,172,939
2495,108,14,108,37,953,243,223,106,793
2749,39,16,558,74,591,219,202,113,1289
2972,359,13,484,119,2904,199,215,152,1575
2816,45,2,42,0,1216,220,234,151,485
2541,47,27,242,100,875,218,171,72,908
2880,66,15,459,69,1691,233,210,105,2838
3091,10,7,295,24,5126,213,226,151,2737
3327,105,13,42,-3,741,242,223,108,3713
2703,4,6,95,20,1613,212,228,154,3649
2978,68,11,648,97,1652,232,218,117,2890
3027,31,22,180,2,2329,209,187,105,4260
3170,64,8,306,57,1914,228,224,129,3344
3113,43,8,42,-10,994,222,222,136,553
3138,51,13,365,63,1266,226,211,116,2903
2797,43,11,324,18,1825,222,215,126,1624
2860,131,4,0,0,2952,227,237,145,2737
3008,79,12,134,23,4250,236,218,112,3703
3132,180,8,256,11,212,223,245,155,4945
3213,249,16,642,147,6124,184,250,202,1863
2804,344,16,150,-2,1326,187,214,165,2003
2902,186,12,272,43,2402,222,248,158,2227
3017,41,9,175,12,1020,221,221,134,2424
2307,67,18,175,13,270,235,201,91,1040
2981,162,5,390,-17,4922,224,241,151,2894
3031,29,20,531,125,4427,209,193,113,4280
2999,266,22,170,27,3407,160,243,219,1806
2924,40,14,67,16,2455,220,208,120,1820
2564,332,8,175,55,1718,201,230,168,1798
2696,120,10,162,4,604,238,232,124,1598
2383,16,8,426,141,1477,213,223,146,703
2933,24,9,443,0,1976,216,222,142,3037
3213,167,17,234,46,3679,232,244,137,1712
3116,2,6,497,10,3392,212,229,154,4624
2704,146,7,342,33,1221,230,239,142,2928
3328,271,36,95,22,3412,104,224,245,1663
3077,176,15,247,15,153,226,247,149,1290
2762,118,9,60,7,1804,236,232,127,2759
2960,285,16,192,43,4718,175,239,203,2106
2999,28,14,60,4,1092,214,210,129,485
2835,79,18,170,32,830,240,205,89,228
3254,345,7,384,25,6019,206,229,161,977
2675,174,21,256,145,2401,227,245,139,1048
3198,163,7,127,23,3077,227,242,148,5100
3060,11,10,134,22,1945,210,221,147,1727
3355,99,25,684,63,997,251,197,59,5521
3238,95,17,67,6,2402,245,213,92,2779
2996,32,9,175,22,2280,218,221,138,2642
3281,97,6,895,205,875,229,232,137,2292
3067,18,10,162,-2,2474,212,218,142,2230
2979,240,35,875,-111,4133,133,243,229,1328
2709,150,13,30,3,1350,236,239,130,2463
2949,146,10,558,53,6003,234,239,135,5659
3124,118,13,361,6,2942,242,228,114,972
2845,40,4,201,-9,1771,220,231,148,2213
2896,304,2,256,8,3941,214,238,161,3750
2992,326,10,127,20,3242,195,229,173,1932
3273,345,8,134,18,6138,204,227,162,313
3139,325,15,300,79,1385,182,223,180,2363
2929,77,8,42,2,4702,231,225,127,4243
2979,18,5,268,77,1530,216,230,151,1749
2431,23,9,30,-5,618,215,221,142,1250
2979,9,19,108,19,2310,195,199,137,1276
3007,255,5,0,0,4513,209,243,172,607
2981,104,12,510,88,216,240,225,114,577
2977,25,9,297,37,3830,216,221,141,2379
3099,281,4,30,2,5452,209,240,169,3030
3022,94,11,108,6,3570,238,223,115,2010
3050,322,26,430,268,2608,146,204,193,1536
2642,59,11,210,14,3304,228,216,119,2322
3151,269,12,85,11,5626,189,244,195,2370
3004,332,17,342,72,3069,179,217,176,1184
2969,320,20,313,115,5252,165,217,190,649
2670,68,8,30,4,1448,229,223,127,1233
2025,288,26,67,30,120,140,227,223,256
1932,305,35,67,37,108,105,197,221,376
3099,90,9,108,2,722,233,227,125,1466
3235,174,9,319,35,3147,226,245,152,362
2869,72,10,470,58,1724,232,221,120,2897
3023,28,10,497,180,2058,216,217,136,2868
3277,18,4,426,33,5855,217,231,152,752
3203,18,5,60,1,5778,216,229,150,849
2240,315,23,60,31,875,152,214,199,268
2729,41,16,190,4,1510,221,204,115,474
3060,30,9,170,26,3854,218,220,137,2542
2897,72,22,210,-32,495,239,191,72,2135
2937,275,17,395,140,1608,173,242,207,2475
3363,345,10,660,92,1231,200,224,163,1515
2915,45,8,180,36,1900,223,223,135,1347
3236,89,10,60,-8,1495,236,224,119,2711
3067,351,10,30,10,6698,203,224,159,2897
2668,38,8,295,2,1237,220,222,137,1506
2861,59,14,306,73,1383,230,210,110,1484
2931,277,6,300,-5,3342,204,241,176,1384
3297,79,4,60,-6,4591,224,233,144,3947
2798,130,7,531,68,2881,233,236,136,1766
3031,214,12,421,9,1195,209,251,177,525
2784,179,25,418,3,1666,221,246,143,1425
2526,203,30,153,87,150,190,250,177,806
2753,126,12,67,22,1533,241,231,118,2343
2554,140,24,60,11,900,247,225,92,285
3034,90,3,680,69,5582,224,234,146,5704
3074,313,12,150,16,4771,189,231,182,2947
2733,59,10,481,70,552,228,219,124,2779
2567,133,18,228,58,1150,245,229,105,1645
3274,156,27,708,280,836,239,231,103,1514
3165,117,6,685,-6,4436,231,234,136,1936
2770,91,13,67,10,1794,240,219,108,2856
2948,14,20,153,89,1230,197,195,129,3254
2664,103,9,492,29,532,235,229,125,1908
2873,58,22,153,76,1698,229,188,81,2530
3130,177,20,90,1,2359,226,247,144,3399
3113,29,13,361,48,5037,215,210,129,2858
3291,190,11,543,115,3462,220,248,161,2763
3126,252,12,480,-22,6250,193,248,193,1451
2111,344,23,150,95,365,167,197,165,450
2810,138,25,60,-19,2952,248,221,85,1455
3037,204,30,408,100,3618,190,250,178,1168
3302,219,6,150,7,1231,213,246,169,1451
2356,50,7,0,0,525,224,224,135,849
2338,306,16,240,82,300,173,229,195,940
2968,134,25,402,223,1969,250,219,81,789
3099,11,23,631,73,940,189,187,127,1460
2736,186,4,570,112,1430,220,243,158,726
3135,306,11,95,13,3241,190,234,184,1518
2784,95,22,30,9,2053,249,200,68,1606
3185,131,14,108,20,1536,242,232,116,1691
3073,180,9,30,0,6032,224,246,155,2389
3064,180,15,127,14,5959,224,248,152,2315
2445,338,19,85,16,618,174,209,172,1248
2819,95,20,120,29,256,247,207,80,212
2835,305,11,85,12,2484,189,234,185,2317
2649,108,12,362,2,1077,240,226,114,391
1936,320,26,30,21,85,143,204,196,484
2735,20,9,371,64,2396,214,221,143,1998
2963,107,16,95,18,3883,245,220,99,2040
3256,331,7,42,1,1594,203,231,167,1222
3198,8,13,666,180,4458,205,215,146,2192
3231,308,10,306,67,1805,191,234,182,2368
2913,255,31,361,167,2700,136,242,234,451
3360,101,7,162,87,4173,233,230,130,3972
3267,197,13,400,91,3234,216,251,166,3015
2919,348,16,127,15,4268,189,213,161,430
3152,303,13,95,19,1992,184,233,190,1889
3109,15,11,85,6,3362,210,217,143,3019
3127,86,14,192,8,2162,240,216,103,2190
3195,207,22,192,50,1383,200,254,180,4422
2922,208,22,408,178,2881,198,254,182,1209
2778,186,16,212,42,1087,221,250,157,566
3226,40,20,268,14,1681,217,191,101,4688
2921,24,10,212,26,738,215,218,140,1639
3029,22,7,451,45,4207,216,225,146,1563
3119,350,12,67,10,3902,198,220,160,212
3289,104,21,351,79,360,250,209,77,516
3065,26,11,306,-18,1570,215,215,136,3048
3078,212,3,342,24,2832,217,242,162,1742
3347,57,16,295,62,1836,229,203,102,1794
3021,220,12,760,125,5897,206,251,181,5598
2792,256,12,297,72,404,191,248,195,2076
2503,203,23,67,15,1234,201,253,176,1298
3217,325,29,201,72,446,138,196,191,2462
3256,31,15,474,49,1722,215,206,124,2577
3304,82,13,0,0,4402,237,218,109,3796
2758,270,9,0,0,2347,197,243,186,684
3053,302,6,60,2,2837,204,237,173,722
2913,126,8,600,165,2525,234,235,132,466
2899,135,9,488,111,1410,235,236,133,1638
3297,325,15,242,-34,1455,182,223,180,1917
3147,37,7,30,1,2068,220,224,139,607
3086,151,8,60,-2,1719,231,240,141,2288
3169,156,19,541,89,335,238,238,121,1954
3011,85,15,690,215,1213,240,214,100,1003
2866,15,24,384,61,2658,192,183,120,1667
3285,11,1,0,0,4401,217,236,156,3700
2961,113,13,175,42,1584,241,227,113,2675
3166,2,22,309,33,1756,184,193,141,1895
2283,14,19,120,25,443,199,198,132,511
3288,116,9,90,-5,3961,236,231,126,2192
2531,90,11,240,3,421,237,222,114,595
3002,312,7,240,68,2340,200,235,174,2403
2936,215,11,150,23,5249,209,251,176,3687
2632,14,39,295,149,886,154,132,89,1249
3116,151,10,480,75,847,233,240,138,1774
2409,202,11,30,2,1194,215,250,168,984
2724,213,24,90,23,2646,192,254,188,987
3233,52,8,362,50,5716,225,222,131,2133
3152,165,12,258,-6,2160,230,244,143,300
2367,283,16,120,26,42,174,239,204,663
3054,228,6,871,50,5917,212,245,171,3747
3053,41,14,120,-1,1177,221,208,119,1168
2752,77,9,30,4,1345,232,224,125,2191
3295,87,13,127,24,3047,239,217,106,2362
3094,196,18,331,-59,1922,213,252,167,3757
2463,342,21,268,108,841,172,204,168,552
3387,49,9,175,38,2994,224,221,131,1531
2950,344,14,60,8,2080,192,218,164,2601
2944,346,20,295,75,870,176,203,163,1860
3187,240,13,192,4,2193,195,251,192,759
3198,52,11,319,26,4686,226,216,123,1559
3117,70,11,240,-57,1421,232,218,117,1332
2816,338,12,90,9,1515,194,223,168,2549
3248,263,17,564,134,5989,177,246,207,2940
3222,20,9,339,11,2022,214,221,143,962
3109,320,11,210,17,612,192,230,177,997
2922,124,11,127,7,1839,239,232,123,1565
2565,22,16,90,11,785,208,205,130,751
2785,51,6,170,13,1834,223,226,138,1461
3204,333,14,953,123,1392,187,221,173,2430
2916,48,15,335,106,335,224,207,114,624
3277,48,12,782,-13,1693,224,214,121,2890
2683,343,19,120,33,1022,180,208,166,1976
3264,156,17,404,100,3510,237,239,125,713
2903,332,13,484,73,2040,190,224,173,1366
3034,22,3,480,0,6534,218,233,153,3495
2906,353,12,655,155,960,199,218,157,2823
3052,354,13,180,11,1898,198,217,157,1705
3370,143,7,636,41,1068,231,239,140,4207
2499,102,15,67,16,390,244,219,100,1531
2678,49,16,108,29,1590,225,204,109,457
2432,39,15,175,27,755,219,205,117,1090
2735,270,12,30,7,2223,188,244,195,514
3238,257,13,212,27,1084,190,247,195,2490
2781,0,4,443,46,2819,213,232,156,6639
2080,112,36,180,52,247,253,177,17,582
2168,352,7,0,0,661,208,228,158,1403
3027,43,12,60,4,1563,222,213,123,1092
3092,358,6,242,54,1772,211,229,156,2103
3220,13,20,934,203,1959,196,194,130,2335
3143,145,11,85,4,1292,236,238,132,2296
2972,122,4,30,-5,4999,228,236,143,6047
3296,330,5,792,225,3566,207,233,165,2081
2991,129,7,255,18,4994,231,236,137,1441
3026,5,9,242,46,1262,209,223,152,2163
2932,108,16,268,58,4419,246,220,98,3403
3110,324,12,256,-10,2281,188,226,178,2352
3529,4,4,362,117,2938,215,232,155,1795
2962,146,15,60,3,3524,240,237,122,6146
2583,37,17,242,14,1500,217,202,115,4332
3091,69,27,661,-83,1124,236,177,55,902
3050,352,20,600,24,816,181,202,155,1337
3012,36,18,840,249,1664,215,196,110,2126
2993,22,17,509,-39,684,207,201,126,560
3141,235,4,361,34,3395,213,243,167,926
2420,341,16,518,178,1448,184,214,168,601
3255,309,20,277,48,524,162,223,199,993
3271,306,15,182,19,4460,177,230,193,703
3340,261,12,150,32,1842,189,246,195,1868
3240,284,32,417,69,1934,117,221,235,3307
3036,335,18,162,34,458,177,213,174,1804
2595,58,12,255,88,1436,228,214,117,1718
2414,70,29,42,18,691,236,170,45,1158
3093,210,16,607,115,5969,206,253,179,1852
3071,63,5,240,16,726,225,229,139,1384
2718,21,15,124,42,1266,209,207,132,1943
2751,104,10,510,64,1600,238,227,119,666
2912,82,15,150,40,4360,240,212,98,3546
3141,61,5,309,20,5568,224,229,141,742
3295,270,8,30,5,1879,200,243,182,1606
2759,73,32,124,94,1477,238,163,32,1040
3233,194,19,60,1,3309,214,252,165,720
3358,188,25,255,66,4473,213,248,154,2998
2901,55,22,150,77,2516,227,187,82,2026
3096,217,5,514,33,335,215,244,166,1338
3133,291,8,182,0,2440,197,239,181,693
3233,80,16,537,208,3575,240,210,95,1981
3349,81,6,309,27,1082,228,230,136,2624
2680,11,11,85,7,1433,208,217,145,1747
3253,175,3,108,-5,3573,221,240,156,3851
3086,237,10,417,53,5812,203,249,183,1837
2627,198,27,313,120,1981,201,251,170,1663
2482,270,8,319,95,810,199,243,183,234
2770,93,31,95,36,2226,250,177,32,361
3297,3,18,488,94,2108,194,204,145,967
2790,78,15,0,0,2331,238,211,99,1867
2968,331,8,201,29,1693,201,230,168,2564
2988,138,21,272,95,2058,247,227,98,1530
2948,61,11,319,35,4653,229,217,120,2854
2671,198,28,30,24,2522,198,250,169,888
3182,322,3,150,21,997,212,236,162,2136
3175,30,9,503,33,2958,218,220,138,4768
3207,138,21,693,0,1507,246,228,100,2714
2572,199,11,592,112,649,216,250,167,808
3027,336,17,108,13,360,180,215,173,1168
2927,45,19,510,132,3045,221,195,100,1008
2488,328,24,480,233,573,156,205,185,553
2595,85,6,60,-1,1114,228,230,136,514
3370,312,13,60,6,2293,185,230,185,1537
3257,97,19,424,75,3960,247,210,85,931
2637,102,10,424,-16,484,238,226,119,1365
3239,44,17,285,144,4876,222,200,108,1620
2916,81,30,150,16,5477,244,172,36,4309
3190,359,23,295,50,4363,178,190,144,1597
3272,177,20,124,18,1142,225,247,145,1074
3019,329,19,153,48,721,171,214,181,2552
3004,301,8,659,-116,1733,197,237,179,2167
2627,5,12,210,5,492,205,217,149,1443
3168,344,15,659,75,3320,189,216,164,3200
3206,255,20,532,140,5994,170,248,214,2096
2884,288,14,272,86,2203,180,238,198,1132
2942,72,5,0,0,5262,225,231,141,2742
3245,46,19,150,54,1956,222,195,100,2284
2730,15,28,518,203,959,184,171,113,759
3134,350,4,258,53,1320,212,233,158,3153
2893,20,9,30,2,2244,214,221,143,2826
2980,91,10,351,78,1719,236,224,119,2856
3061,280,12,671,264,2201,188,241,193,1116
2908,41,9,0,0,5731,221,220,133,1168
3150,346,8,301,-35,1348,205,228,161,930
3154,114,27,297,74,3392,254,201,56,451
2619,123,20,201,65,484,249,221,91,1772
